Source,CH1,CH2
Second,Volt,Volt
-0.18308000267,-7.60000,-0.00400
-0.18303999305,-7.52000,0.00
-0.18299999833,-7.44000,0.00
-0.18295998871,-7.36000,-0.00400
-0.18291999400,-7.28000,-0.00400
-0.18287999928,-7.20000,-0.00400
-0.18283998966,-7.04000,-0.00400
-0.18279999495,-7.04000,-0.00400
-0.18276000023,-6.88000,-0.00400
-0.18271999061,-6.88000,-0.00400
-0.18267999589,-6.80000,0.00
-0.18264000118,-6.72000,-0.00400
-0.18259999156,-6.56000,0.00
-0.18255999684,-6.56000,0.00
-0.18252000213,-6.40000,-0.00400
-0.18247999251,-6.40000,-0.00400
-0.18243999779,-6.24000,-0.00400
-0.18239998817,-6.24000,-0.00400
-0.18235999346,-6.16000,0.00
-0.18231999874,-6.08000,0.00
-0.18227998912,-6.08000,0.00
-0.18223999441,-5.92000,0.00
-0.18219999969,-5.92000,-0.00400
-0.18215999007,-5.76000,0.00
-0.18211999536,-5.76000,-0.00400
-0.18208000064,-5.60000,0.00
-0.18203999102,-5.52000,0.00
-0.18199999630,-5.44000,0.00
-0.18196000159,-5.28000,0.00
-0.18191999197,-5.12000,-0.00400
-0.18187999725,-5.04000,0.00
-0.18184000254,-4.96000,0.00
-0.18179999292,-4.80000,0.00
-0.18175999820,-4.80000,0.00
-0.18171998858,-4.56000,0.00
-0.18167999387,-4.48000,0.00
-0.18163999915,-4.32000,0.00
-0.18159998953,-4.24000,0.00
-0.18155999482,-4.16000,0.00
-0.18152000010,-4.00000,0.00
-0.18147999048,-3.84000,0.00
-0.18143999577,-3.76000,0.00
-0.18140000105,-3.68000,0.00
-0.18135999143,-3.68000,0.00
-0.18131999671,-3.52000,0.00
-0.18128000200,-3.36000,0.00
-0.18123999238,-3.28000,0.00
-0.18119999766,-3.20000,0.00
-0.18115998805,-3.12000,0.00
-0.18111999333,-3.04000,0.00
-0.18107999861,-2.96000,0.00
-0.18103998899,-2.72000,0.00
-0.18099999428,-2.72000,0.00
-0.18095999956,-2.56000,0.00400
-0.18091998994,-2.48000,0.00400
-0.18087999523,-2.40000,0.00
-0.18084000051,-2.24000,0.00800
-0.18079999089,-2.24000,0.00
-0.18075999618,-2.08000,0.00400
-0.18072000146,-1.92000,0.00800
-0.18067999184,-1.76000,0.00
-0.18063999712,-1.68000,0.00800
-0.18060000241,-1.60000,0.00400
-0.18055999279,-1.44000,0.00800
-0.18051999807,-1.36000,0.00400
-0.18047998846,-1.12000,0.00
-0.18043999374,-1.12000,0.00400
-0.18039999902,-0.96000,0.00400
-0.18035998940,-0.80000,0.00800
-0.18031999469,-0.72000,0.00800
-0.18027999997,-0.56000,0.00400
-0.18023999035,-0.48000,0.00400
-0.18019999564,-0.32000,0.00800
-0.18016000092,-0.16000,0.00800
-0.18011999130,0.00,0.00800
-0.18007999659,0.08000,0.00800
-0.18004000187,0.16000,0.00800
-0.17999999225,0.16000,0.00800
-0.17995999753,0.32000,0.00400
-0.17992000282,0.48000,0.00800
-0.17987999320,0.64000,0.00800
-0.17983999848,0.72000,0.00800
-0.17979998887,0.80000,0.00800
-0.17975999415,0.88000,0.00800
-0.17971999943,0.96000,0.00800
-0.17967998981,1.12000,0.00800
-0.17963999510,1.20000,0.01200
-0.17960000038,1.28000,0.00800
-0.17955999076,1.44000,0.00800
-0.17951999605,1.44000,0.00800
-0.17948000133,1.60000,0.00800
-0.17943999171,1.76000,0.00800
-0.17939999700,1.76000,0.00800
-0.17936000228,1.92000,0.00800
-0.17931999266,2.08000,0.00800
-0.17927999794,2.16000,0.00800
-0.17923998833,2.24000,0.00800
-0.17919999361,2.40000,0.00800
-0.17915999889,2.48000,0.00800
-0.17911998928,2.64000,0.00800
-0.17907999456,2.72000,0.00800
-0.17903999984,2.80000,0.00800
-0.17899999022,2.88000,0.01200
-0.17895999551,3.04000,0.01200
-0.17892000079,3.20000,0.01200
-0.17887999117,3.28000,0.00800
-0.17883999646,3.44000,0.00800
-0.17880000174,3.52000,0.00800
-0.17875999212,3.68000,0.00800
-0.17871999741,3.84000,0.00800
-0.17868000269,4.00000,0.01200
-0.17863999307,4.00000,0.00800
-0.17859999835,4.16000,0.01200
-0.17855998874,4.32000,0.01200
-0.17851999402,4.32000,0.01200
-0.17847999930,4.56000,0.01200
-0.17843998969,4.64000,0.00800
-0.17839999497,4.64000,0.01200
-0.17836000025,4.80000,0.01200
-0.17831999063,4.96000,0.01200
-0.17827999592,4.96000,0.01200
-0.17824000120,5.12000,0.01200
-0.17819999158,5.20000,0.01200
-0.17815999687,5.28000,0.01200
-0.17812000215,5.28000,0.01200
-0.17807999253,5.44000,0.01200
-0.17803999782,5.44000,0.01600
-0.17799998820,5.60000,0.01200
-0.17795999348,5.60000,0.01200
-0.17791999876,5.76000,0.01200
-0.17787998915,5.84000,0.01200
-0.17783999443,5.92000,0.01200
-0.17779999971,6.00000,0.01200
-0.17775999010,6.08000,0.01200
-0.17771999538,6.16000,0.01200
-0.17768000066,6.24000,0.01200
-0.17763999104,6.40000,0.01200
-0.17759999633,6.48000,0.01200
-0.17756000161,6.56000,0.01200
-0.17751999199,6.64000,0.01600
-0.17747999728,6.72000,0.01600
-0.17744000256,6.88000,0.01200
-0.17739999294,6.88000,0.01600
-0.17735999823,6.96000,0.01200
-0.17731998861,7.12000,0.01600
-0.17727999389,7.12000,0.01600
-0.17723999918,7.28000,0.01200
-0.17719998956,7.36000,0.01200
-0.17715999484,7.36000,0.01600
-0.17712000012,7.52000,0.01600
-0.17707999051,7.52000,0.01600
-0.17703999579,7.60000,0.01200
-0.17700000107,7.68000,0.01200
-0.17695999146,7.76000,0.01600
-0.17691999674,7.84000,0.01600
-0.17688000202,7.84000,0.01600
-0.17683999240,7.92000,0.01600
-0.17679999769,7.92000,0.01600
-0.17676000297,8.00000,0.01600
-0.17671999335,8.00000,0.01600
-0.17667999864,8.16000,0.01600
-0.17663998902,8.16000,0.01600
-0.17659999430,8.32000,0.01600
-0.17655999959,8.40000,0.01600
-0.17651998997,8.48000,0.01600
-0.17647999525,8.48000,0.01600
-0.17644000053,8.64000,0.01600
-0.17639999092,8.64000,0.01600
-0.17635999620,8.64000,0.02000
-0.17632000148,8.80000,0.01600
-0.17627999187,8.80000,0.02000
-0.17623999715,8.80000,0.01600
-0.17620000243,8.96000,0.01600
-0.17615999281,8.96000,0.01600
-0.17611999810,8.96000,0.01600
-0.17607998848,9.04000,0.01600
-0.17603999376,9.04000,0.01600
-0.17599999905,9.04000,0.01600
-0.17595998943,9.04000,0.01600
-0.17591999471,9.04000,0.01600
-0.17588000000,9.04000,0.01600
-0.17583999038,9.12000,0.01600
-0.17579999566,9.12000,0.01600
-0.17576000094,9.04000,0.01600
-0.17571999133,9.12000,0.01600
-0.17567999661,9.12000,0.01600
-0.17564000189,9.12000,0.01600
-0.17559999228,9.12000,0.01600
-0.17555999756,9.12000,0.01600
-0.17552000284,9.04000,0.01600
-0.17547999322,9.12000,0.01600
-0.17543999851,9.12000,0.01600
-0.17539998889,9.12000,0.01600
-0.17535999417,9.12000,0.01600
-0.17531999946,9.12000,0.01600
-0.17527998984,9.12000,0.02000
-0.17523999512,9.12000,0.02000
-0.17520000041,9.12000,0.01600
-0.17515999079,9.12000,0.01600
-0.17511999607,9.20000,0.01600
-0.17508000135,9.12000,0.01600
-0.17503999174,9.12000,0.01600
-0.17499999702,9.20000,0.01600
-0.17496000230,9.20000,0.01600
-0.17491999269,9.20000,0.01600
-0.17487999797,9.20000,0.01600
-0.17483998835,9.28000,0.02000
-0.17479999363,9.20000,0.01600
-0.17475999892,9.20000,0.01600
-0.17471998930,9.20000,0.01600
-0.17467999458,9.28000,0.01600
-0.17463999987,9.28000,0.01600
-0.17459999025,9.28000,0.02000
-0.17455999553,9.20000,0.01600
-0.17452000082,9.20000,0.02400
-0.17447999120,9.20000,0.01600
-0.17443999648,9.28000,0.01600
-0.17440000176,9.20000,0.01600
-0.17435999215,9.28000,0.01600
-0.17431999743,9.20000,0.01600
-0.17428000271,9.28000,0.02000
-0.17423999310,9.28000,0.01600
-0.17419999838,9.20000,0.01600
-0.17415998876,9.28000,0.01600
-0.17411999404,9.28000,0.01600
-0.17407999933,9.28000,0.01600
-0.17403998971,9.20000,0.02000
-0.17399999499,9.20000,0.01600
-0.17396000028,9.28000,0.01600
-0.17391999066,9.28000,0.01600
-0.17387999594,9.20000,0.02000
-0.17384000123,9.20000,0.01600
-0.17379999161,9.20000,0.01600
-0.17375999689,9.12000,0.01600
-0.17372000217,9.12000,0.01600
-0.17367999256,9.12000,0.01600
-0.17363999784,9.04000,0.01600
-0.17359998822,9.04000,0.01600
-0.17355999351,8.96000,0.01600
-0.17351999879,8.88000,0.01600
-0.17347998917,8.80000,0.01600
-0.17343999445,8.64000,0.01600
-0.17339999974,8.64000,0.01600
-0.17335999012,8.48000,0.01600
-0.17331999540,8.40000,0.01600
-0.17328000069,8.32000,0.01200
-0.17323999107,8.16000,0.01600
-0.17319999635,8.00000,0.01600
-0.17316000164,7.92000,0.01600
-0.17311999202,7.84000,0.01600
-0.17307999730,7.76000,0.01600
-0.17304000258,7.60000,0.01600
-0.17299999297,7.52000,0.01200
-0.17295999825,7.36000,0.01200
-0.17291998863,7.36000,0.01600
-0.17287999392,7.20000,0.01200
-0.17283999920,7.20000,0.01600
-0.17279998958,7.12000,0.01600
-0.17275999486,6.96000,0.01600
-0.17272000015,6.88000,0.01200
-0.17267999053,6.88000,0.01200
-0.17263999581,6.72000,0.01200
-0.17260000110,6.72000,0.01600
-0.17255999148,6.64000,0.01200
-0.17251999676,6.56000,0.01600
-0.17248000205,6.56000,0.01200
-0.17243999243,6.40000,0.01600
-0.17239999771,6.32000,0.01600
-0.17236000299,6.32000,0.01200
-0.17231999338,6.24000,0.01200
-0.17227999866,6.08000,0.01200
-0.17223998904,6.08000,0.01200
-0.17219999433,5.92000,0.01200
-0.17215999961,5.92000,0.01200
-0.17211998999,5.84000,0.01200
-0.17207999527,5.68000,0.01200
-0.17204000056,5.60000,0.01600
-0.17199999094,5.44000,0.01200
-0.17195999622,5.36000,0.01200
-0.17192000151,5.28000,0.01200
-0.17187999189,5.12000,0.01200
-0.17183999717,5.04000,0.01200
-0.17180000246,4.96000,0.00800
-0.17175999284,4.72000,0.01200
-0.17171999812,4.64000,0.01200
-0.17167998850,4.56000,0.01200
-0.17163999379,4.40000,0.01200
-0.17159999907,4.32000,0.01200
-0.17155998945,4.16000,0.01200
-0.17151999474,4.08000,0.01200
-0.17148000002,4.00000,0.00800
-0.17143999040,3.84000,0.00800
-0.17139999568,3.76000,0.01200
-0.17136000097,3.68000,0.00800
-0.17131999135,3.52000,0.01200
-0.17127999663,3.44000,0.01200
-0.17124000192,3.36000,0.01200
-0.17119999230,3.20000,0.00800
-0.17115999758,3.20000,0.00800
-0.17112000287,3.04000,0.00800
-0.17107999325,2.88000,0.01200
-0.17103999853,2.80000,0.00800
-0.17099998891,2.72000,0.00800
-0.17095999420,2.64000,0.00800
-0.17091999948,2.56000,0.01200
-0.17087998986,2.48000,0.00800
-0.17083999515,2.40000,0.00800
-0.17080000043,2.16000,0.00800
-0.17075999081,2.08000,0.00800
-0.17071999609,2.00000,0.00800
-0.17068000138,1.84000,0.00800
-0.17063999176,1.76000,0.00800
-0.17059999704,1.60000,0.00800
-0.17056000233,1.52000,0.00800
-0.17051999271,1.44000,0.00800
-0.17047999799,1.28000,0.00800
-0.17043998837,1.12000,0.00800
-0.17039999366,1.12000,0.00800
-0.17035999894,0.88000,0.00800
-0.17031998932,0.80000,0.00800
-0.17027999461,0.64000,0.00800
-0.17023999989,0.56000,0.00800
-0.17019999027,0.32000,0.00800
-0.17015999556,0.32000,0.00800
-0.17012000084,0.16000,0.00400
-0.17007999122,0.16000,0.00800
-0.17003999650,0.00,0.00800
-0.17000000179,-0.16000,0.00800
-0.16995999217,-0.32000,0.00400
-0.16991999745,-0.40000,0.00800
-0.16988000274,-0.48000,0.00800
-0.16983999312,-0.56000,0.00800
-0.16979999840,-0.72000,0.00400
